url,status,code,detail
"https://www.cubicalgolfer.com/",OK,200,""
"https://www.cubicalgolfer.com/25-golf-accessories-every-golfer-should-own/",OK,200,""
"https://www.cubicalgolfer.com/about/",OK,200,""
"https://www.cubicalgolfer.com/apartment-golf-simulator-setup/",OK,200,""
"https://www.cubicalgolfer.com/approach-wedge-vs-gap-wedge-do-you-need-it/",OK,200,""
"https://www.cubicalgolfer.com/arccos-caddie-review/",OK,200,""
"https://www.cubicalgolfer.com/arccos-vs-garmin-shot-tracking/",OK,200,""
"https://www.cubicalgolfer.com/average-golf-handicap/",OK,200,""
"https://www.cubicalgolfer.com/average-swing-speed-by-age/",OK,200,""
"https://www.cubicalgolfer.com/best-ai-golf-training-tools/",OK,200,""
"https://www.cubicalgolfer.com/best-beginner-golf-set-under-500/",OK,200,""
"https://www.cubicalgolfer.com/best-budget-launch-monitor-apartment/",OK,200,""
"https://www.cubicalgolfer.com/best-budget-launch-monitor/",OK,200,""
"https://www.cubicalgolfer.com/best-budget-putters-under-150/",OK,200,""
"https://www.cubicalgolfer.com/best-christmas-golf-gifts/",OK,200,""
"https://www.cubicalgolfer.com/best-electric-golf-cart/",OK,200,""
"https://www.cubicalgolfer.com/best-electric-golf-push-cart/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-accessories-under-50/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-alignment-sticks/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-apps-for-apple-watch/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-apps/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-bags-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-bags-walking-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-ball-15-handicap/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-balls-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-balls-90-mph-swing-speed/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-balls-for-beginners/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-balls-for-distance/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-balls-for-seniors/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-balls-slow-swing-speed/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-balls-under-30/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-balls-under-40/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-cart-bag/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-clubs-20-handicap/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-clubs-slow-swing-speed/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-courses-weekend-drive/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-driver-slow-swing-speed/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-driver-under-300/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-drivers-forgiveness/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-drivers-under-400/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gear-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gear-under-100/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gifts-for-couples/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gifts-for-him/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gifts-for-mom/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gifts-under-50/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gloves-for-men/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gloves-hot-weather/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gps-watch-under-200/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gps-watch-under-300/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-gps-watches/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-grip-trainers/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-grips-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-grips-sweaty-hands/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-hats/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-hitting-mats-home/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-hitting-net-apartment-garage/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-irons-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-irons-for-seniors/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-launch-monitors-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-pants/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-push-carts-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-putters-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-rain-gear-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-rain-jacket/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-rangefinder-beginners/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-rangefinder-for-seniors/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-rangefinders-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-rangefinders-under-200/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-shirts/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-shoes-bad-knees/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-shoes-for-walking/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-shoes/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-shorts/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-simulator-for-beginners/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-simulator-projectors/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-simulator-small-spaces/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-simulator-software-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-simulator-under-1000/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-simulator-under-5000/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-simulators/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-stand-bag/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-sunglasses/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-swing-analyzer-iphone/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-swing-analyzers/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-towel/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-training-aids-home-practice/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-training-aids/",OK,200,""
"https://www.cubicalgolfer.com/best-golf-umbrella/",OK,200,""
"https://www.cubicalgolfer.com/best-hybrid-clubs-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-impact-screens-golf-simulator/",OK,200,""
"https://www.cubicalgolfer.com/best-indoor-putting-green-office-home/",OK,200,""
"https://www.cubicalgolfer.com/best-irons-under-500/",OK,200,""
"https://www.cubicalgolfer.com/best-junior-golf-clubs/",OK,200,""
"https://www.cubicalgolfer.com/best-launch-monitor-low-ceiling/",OK,200,""
"https://www.cubicalgolfer.com/best-launch-monitors-no-subscription/",OK,200,""
"https://www.cubicalgolfer.com/best-launch-monitors-under-500/",OK,200,""
"https://www.cubicalgolfer.com/best-left-handed-golf-clubs-2026/",OK,200,""
"https://www.cubicalgolfer.com/best-putters-yips/",OK,200,""
"https://www.cubicalgolfer.com/best-rain-gear-midwest-golfers/",OK,200,""
"https://www.cubicalgolfer.com/best-spikeless-golf-shoes-walking-18/",OK,200,""
"https://www.cubicalgolfer.com/best-swing-speed-trainer-over-40/",OK,200,""
"https://www.cubicalgolfer.com/best-training-aids-fix-slice/",OK,200,""
"https://www.cubicalgolfer.com/best-wedges-for-beginners/",OK,200,""
"https://www.cubicalgolfer.com/black-friday-golf-deals/",OK,200,""
"https://www.cubicalgolfer.com/blue-tees-vs-bushnell-rangefinder/",OK,200,""
"https://www.cubicalgolfer.com/brands/",OK,200,""
"https://www.cubicalgolfer.com/brands/bushnell/",OK,200,""
"https://www.cubicalgolfer.com/brands/callaway/",OK,200,""
"https://www.cubicalgolfer.com/brands/garmin/",OK,200,""
"https://www.cubicalgolfer.com/brands/taylormade/",OK,200,""
"https://www.cubicalgolfer.com/brands/titleist/",OK,200,""
"https://www.cubicalgolfer.com/bushnell-launch-pro-review/",OK,200,""
"https://www.cubicalgolfer.com/bushnell-launch-pro-vs-skytrak-plus/",OK,200,""
"https://www.cubicalgolfer.com/bushnell-tour-v7-shift-review/",OK,200,""
"https://www.cubicalgolfer.com/bushnell-vs-garmin-rangefinder/",OK,200,""
"https://www.cubicalgolfer.com/callaway-paradym-ai-smoke-max-review/",OK,200,""
"https://www.cubicalgolfer.com/club-distance-calculator/",OK,200,""
"https://www.cubicalgolfer.com/compare/",OK,200,""
"https://www.cubicalgolfer.com/compare/arccos-vs-shot-scope/",OK,200,""
"https://www.cubicalgolfer.com/compare/blue-tees-vs-bushnell-tour-v7/",OK,200,""
"https://www.cubicalgolfer.com/compare/bushnell-launch-pro-vs-garmin-r10/",OK,200,""
"https://www.cubicalgolfer.com/compare/bushnell-pro-x3-vs-tour-v7/",OK,200,""
"https://www.cubicalgolfer.com/compare/bushnell-tour-v7-vs-callaway-300-pro/",OK,200,""
"https://www.cubicalgolfer.com/compare/bushnell-tour-v7-vs-precision-pro-nx9/",OK,200,""
"https://www.cubicalgolfer.com/compare/callaway-ai-smoke-max-vs-ping-g430-max/",OK,200,""
"https://www.cubicalgolfer.com/compare/callaway-chrome-soft-vs-kirkland-signature/",OK,200,""
"https://www.cubicalgolfer.com/compare/callaway-paradym-vs-taylormade-qi35/",OK,200,""
"https://www.cubicalgolfer.com/compare/cleveland-launcher-xl2-vs-cobra-aerojet-max/",OK,200,""
"https://www.cubicalgolfer.com/compare/cleveland-rtx6-vs-callaway-jaws-raw/",OK,200,""
"https://www.cubicalgolfer.com/compare/cobra-aerojet-max-vs-ping-g430-max/",OK,200,""
"https://www.cubicalgolfer.com/compare/flightscope-mevo-plus-vs-bushnell-launch-pro/",OK,200,""
"https://www.cubicalgolfer.com/compare/garmin-approach-s62-vs-s42/",OK,200,""
"https://www.cubicalgolfer.com/compare/garmin-approach-s62-vs-s70/",OK,200,""
"https://www.cubicalgolfer.com/compare/garmin-approach-s62-vs-shot-scope-v5/",OK,200,""
"https://www.cubicalgolfer.com/compare/garmin-r10-home-sim-vs-skytrak-plus-home-sim/",OK,200,""
"https://www.cubicalgolfer.com/compare/garmin-r10-vs-flightscope-mevo/",OK,200,""
"https://www.cubicalgolfer.com/compare/garmin-r10-vs-garmin-r50/",OK,200,""
"https://www.cubicalgolfer.com/compare/garmin-r10-vs-rapsodo-mlm2pro/",OK,200,""
"https://www.cubicalgolfer.com/compare/garmin-r50-vs-rapsodo-mlm2pro/",OK,200,""
"https://www.cubicalgolfer.com/compare/garmin-s12-vs-bushnell-ion-elite/",OK,200,""
"https://www.cubicalgolfer.com/compare/garmin-s70-vs-apple-watch-golf/",OK,200,""
"https://www.cubicalgolfer.com/compare/lab-golf-df3-vs-odyssey-two-ball-eleven/",OK,200,""
"https://www.cubicalgolfer.com/compare/odyssey-stroke-lab-vs-scotty-cameron-phantom/",OK,200,""
"https://www.cubicalgolfer.com/compare/ping-g430-irons-vs-taylormade-stealth-hd/",OK,200,""
"https://www.cubicalgolfer.com/compare/pro-v1-vs-tp5/",OK,200,""
"https://www.cubicalgolfer.com/compare/rapsodo-mlm2pro-vs-bushnell-launch-pro/",OK,200,""
"https://www.cubicalgolfer.com/compare/rapsodo-mlm2pro-vs-flightscope-mevo-plus/",OK,200,""
"https://www.cubicalgolfer.com/compare/skytrak-plus-vs-flightscope-mevo-gen2/",OK,200,""
"https://www.cubicalgolfer.com/compare/skytrak-plus-vs-garmin-r10/",OK,200,""
"https://www.cubicalgolfer.com/compare/skytrak-plus-vs-mevo-plus/",OK,200,""
"https://www.cubicalgolfer.com/compare/square-golf-vs-garmin-r10/",OK,200,""
